V2	V(n002)	I(R2)
Step Information: Vbb=0  (Step: 1/26)
4.000000000000000e-01	-5.259394e-02	8.082035e-04
5.000000000000000e-01	-4.688043e-02	9.765722e-04
6.000000000000001e-01	-4.174729e-02	1.145977e-03
7.000000000000001e-01	-3.705836e-02	1.316176e-03
8.000000000000000e-01	-3.271573e-02	1.486992e-03
9.000000000000000e-01	-2.864801e-02	1.658300e-03
1.000000000000000e+00	-2.480190e-02	1.830003e-03
1.100000000000000e+00	-2.113639e-02	2.002029e-03
1.200000000000000e+00	-1.761918e-02	2.174320e-03
1.300000000000000e+00	-1.422418e-02	2.346829e-03
1.400000000000000e+00	-1.092994e-02	2.519518e-03
1.500000000000000e+00	-7.718419e-03	2.692354e-03
1.600000000000000e+00	-4.574164e-03	2.865311e-03
1.700000000000000e+00	-1.483681e-03	3.038364e-03
1.800000000000000e+00	1.565046e-03	3.211491e-03
1.900000000000000e+00	4.582934e-03	3.384673e-03
2.000000000000000e+00	7.580101e-03	3.557893e-03
2.100000000000000e+00	1.056612e-02	3.731132e-03
2.200000000000000e+00	1.355026e-02	3.904375e-03
2.300000000000000e+00	1.654165e-02	4.077604e-03
2.400000000000000e+00	1.954952e-02	4.250804e-03
2.500000000000000e+00	2.258339e-02	4.423958e-03
2.600000000000000e+00	2.565324e-02	4.597048e-03
2.700000000000000e+00	2.876983e-02	4.770054e-03
2.800000000000000e+00	3.194491e-02	4.942955e-03
2.900000000000000e+00	3.519160e-02	5.115729e-03
3.000000000000000e+00	3.852478e-02	5.288349e-03
3.100000000000000e+00	4.196172e-02	5.460782e-03
3.200000000000000e+00	4.552271e-02	5.632995e-03
3.300000000000000e+00	4.923212e-02	5.804942e-03
3.400000000000000e+00	5.311973e-02	5.976572e-03
3.500000000000000e+00	5.722275e-02	6.147816e-03
3.600000000000000e+00	6.158863e-02	6.318592e-03
3.700000000000000e+00	6.628140e-02	6.488783e-03
3.800000000000000e+00	7.138211e-02	6.658246e-03
3.900000000000000e+00	7.700927e-02	6.826769e-03
4.000000000000000e+00	8.333364e-02	6.994047e-03
4.100000000000001e+00	9.061765e-02	7.159611e-03
4.200000000000000e+00	9.929320e-02	7.322691e-03
4.300000000000000e+00	1.101405e-01	7.481892e-03
4.400000000000000e+00	1.247645e-01	7.634349e-03
4.500000000000000e+00	1.471345e-01	7.772974e-03
4.600000000000001e+00	1.888326e-01	7.877084e-03
4.700000000000000e+00	2.662092e-01	7.917483e-03
4.800000000000001e+00	3.599473e-01	7.928666e-03
4.900000000000000e+00	4.552245e-01	7.937099e-03
5.000000000000000e+00	5.505615e-01	7.945426e-03
5.100000000000001e+00	6.459032e-01	7.953744e-03
5.200000000000000e+00	7.412454e-01	7.962062e-03
5.300000000000001e+00	8.365879e-01	7.970379e-03
5.400000000000000e+00	9.319306e-01	7.978695e-03
5.500000000000000e+00	1.027274e+00	7.987011e-03
5.600000000000001e+00	1.122617e+00	7.995327e-03
5.700000000000000e+00	1.217960e+00	8.003643e-03
5.800000000000001e+00	1.313304e+00	8.011958e-03
5.900000000000000e+00	1.408648e+00	8.020272e-03
6.000000000000000e+00	1.503991e+00	8.028586e-03
6.100000000000001e+00	1.599336e+00	8.036900e-03
6.200000000000000e+00	1.694680e+00	8.045214e-03
6.300000000000001e+00	1.790025e+00	8.053527e-03
6.400000000000000e+00	1.885370e+00	8.061839e-03
6.500000000000000e+00	1.980715e+00	8.070152e-03
6.600000000000001e+00	2.076060e+00	8.078464e-03
6.700000000000000e+00	2.171406e+00	8.086775e-03
6.800000000000001e+00	2.266752e+00	8.095087e-03
6.900000000000000e+00	2.362098e+00	8.103398e-03
7.000000000000000e+00	2.457444e+00	8.111708e-03
7.100000000000001e+00	2.552790e+00	8.120018e-03
7.200000000000000e+00	2.648137e+00	8.128327e-03
7.300000000000001e+00	2.743484e+00	8.136637e-03
7.400000000000000e+00	2.838830e+00	8.144946e-03
7.500000000000000e+00	2.934178e+00	8.153254e-03
7.600000000000001e+00	3.029525e+00	8.161562e-03
7.700000000000000e+00	3.124873e+00	8.169870e-03
7.800000000000001e+00	3.220221e+00	8.178177e-03
7.900000000000000e+00	3.315569e+00	8.186484e-03
8.000000000000000e+00	3.410917e+00	8.194790e-03
8.100000000000000e+00	3.506266e+00	8.203097e-03
8.200000000000001e+00	3.601615e+00	8.211402e-03
8.300000000000001e+00	3.696964e+00	8.219708e-03
8.400000000000000e+00	3.792313e+00	8.228013e-03
8.500000000000000e+00	3.887662e+00	8.236318e-03
8.600000000000000e+00	3.983012e+00	8.244622e-03
8.700000000000001e+00	4.078362e+00	8.252925e-03
8.800000000000001e+00	4.173712e+00	8.261229e-03
8.900000000000000e+00	4.269062e+00	8.269532e-03
9.000000000000000e+00	4.364413e+00	8.277834e-03
9.100000000000000e+00	4.459763e+00	8.286137e-03
9.200000000000001e+00	4.555114e+00	8.294439e-03
9.300000000000001e+00	4.650465e+00	8.302741e-03
9.400000000000000e+00	4.745817e+00	8.311042e-03
9.500000000000000e+00	4.841168e+00	8.319343e-03
9.600000000000001e+00	4.936520e+00	8.327642e-03
9.700000000000001e+00	5.031872e+00	8.335942e-03
9.800000000000001e+00	5.127224e+00	8.344242e-03
9.900000000000000e+00	5.222577e+00	8.352541e-03
1.000000000000000e+01	5.317929e+00	8.360840e-03
Step Information: Vbb=1.2  (Step: 7/26)
0.000000000000000e+00	-9.547808e-02	1.704966e-04
1.000000000000000e-01	-8.501218e-02	3.303789e-04
2.000000000000000e-01	-7.694496e-02	4.945446e-04
3.000000000000000e-01	-7.022626e-02	6.611183e-04
4.000000000000000e-01	-6.451652e-02	8.294938e-04
5.000000000000000e-01	-5.949039e-02	9.990900e-04
6.000000000000001e-01	-5.497289e-02	1.169594e-03
7.000000000000001e-01	-5.085188e-02	1.340807e-03
8.000000000000000e-01	-4.704661e-02	1.512583e-03
9.000000000000000e-01	-4.349772e-02	1.684817e-03
1.000000000000000e+00	-4.016052e-02	1.857430e-03
1.100000000000000e+00	-3.700055e-02	2.030358e-03
1.200000000000000e+00	-3.399066e-02	2.203555e-03
1.300000000000000e+00	-3.110906e-02	2.376980e-03
1.400000000000000e+00	-2.833801e-02	2.550604e-03
1.500000000000000e+00	-2.566285e-02	2.724398e-03
1.600000000000000e+00	-2.307129e-02	2.898342e-03
1.700000000000000e+00	-2.055295e-02	3.072416e-03
1.800000000000000e+00	-1.809891e-02	3.246605e-03
1.900000000000000e+00	-1.570148e-02	3.420895e-03
2.000000000000000e+00	-1.335395e-02	3.595275e-03
2.100000000000000e+00	-1.105039e-02	3.769733e-03
2.200000000000000e+00	-8.785558e-03	3.944260e-03
2.300000000000000e+00	-6.554735e-03	4.118848e-03
2.400000000000000e+00	-4.353670e-03	4.293489e-03
2.500000000000000e+00	-2.178488e-03	4.468176e-03
2.600000000000000e+00	-2.562742e-05	4.642903e-03
2.700000000000000e+00	2.108207e-03	4.817664e-03
2.800000000000000e+00	4.226094e-03	4.992453e-03
2.900000000000000e+00	6.330932e-03	5.167266e-03
3.000000000000000e+00	8.425479e-03	5.342097e-03
3.100000000000000e+00	1.051237e-02	5.516942e-03
3.200000000000000e+00	1.259416e-02	5.691796e-03
3.300000000000000e+00	1.467335e-02	5.866655e-03
3.400000000000000e+00	1.675237e-02	6.041514e-03
3.500000000000000e+00	1.883367e-02	6.216369e-03
3.600000000000000e+00	2.091969e-02	6.391215e-03
3.700000000000000e+00	2.301289e-02	6.566049e-03
3.800000000000000e+00	2.511580e-02	6.740865e-03
3.900000000000000e+00	2.723100e-02	6.915659e-03
4.000000000000000e+00	2.936119e-02	7.090427e-03
4.100000000000001e+00	3.150918e-02	7.265162e-03
4.200000000000000e+00	3.367796e-02	7.439861e-03
4.300000000000000e+00	3.587069e-02	7.614517e-03
4.400000000000000e+00	3.809076e-02	7.789124e-03
4.500000000000000e+00	4.034184e-02	7.963675e-03
4.600000000000001e+00	4.262793e-02	8.138164e-03
4.700000000000000e+00	4.495342e-02	8.312583e-03
4.800000000000001e+00	4.732316e-02	8.486923e-03
4.900000000000000e+00	4.974256e-02	8.661174e-03
5.000000000000000e+00	5.221768e-02	8.835326e-03
5.100000000000001e+00	5.475540e-02	9.009365e-03
5.200000000000000e+00	5.736356e-02	9.183279e-03
5.300000000000001e+00	6.005117e-02	9.357052e-03
5.400000000000000e+00	6.282873e-02	9.530663e-03
5.500000000000000e+00	6.570851e-02	9.704092e-03
5.600000000000001e+00	6.870510e-02	9.877312e-03
5.700000000000000e+00	7.183599e-02	1.005029e-02
5.800000000000001e+00	7.512238e-02	1.022300e-02
5.900000000000000e+00	7.859045e-02	1.039537e-02
6.000000000000000e+00	8.227294e-02	1.056737e-02
6.100000000000001e+00	8.621167e-02	1.073891e-02
6.200000000000000e+00	9.046271e-02	1.090989e-02
6.300000000000001e+00	9.509657e-02	1.108018e-02
6.400000000000000e+00	1.002151e-01	1.124962e-02
6.500000000000000e+00	1.059625e-01	1.141792e-02
6.600000000000001e+00	1.125556e-01	1.158472e-02
6.700000000000000e+00	1.203400e-01	1.174939e-02
6.800000000000001e+00	1.299130e-01	1.191087e-02
6.900000000000000e+00	1.424276e-01	1.206709e-02
7.000000000000000e+00	1.604858e-01	1.221342e-02
7.100000000000001e+00	1.912054e-01	1.233713e-02
7.200000000000000e+00	2.515312e-01	1.240798e-02
7.300000000000001e+00	3.391633e-01	1.243007e-02
7.400000000000000e+00	4.317100e-01	1.244337e-02
7.500000000000000e+00	5.245685e-01	1.245613e-02
7.600000000000001e+00	6.174445e-01	1.246885e-02
7.700000000000000e+00	7.103220e-01	1.248157e-02
7.800000000000001e+00	8.031999e-01	1.249429e-02
7.900000000000000e+00	8.960782e-01	1.250700e-02
8.000000000000000e+00	9.889567e-01	1.251972e-02
8.100000000000000e+00	1.081836e+00	1.253244e-02
8.200000000000001e+00	1.174715e+00	1.254515e-02
8.300000000000001e+00	1.267594e+00	1.255787e-02
8.400000000000000e+00	1.360474e+00	1.257058e-02
8.500000000000000e+00	1.453354e+00	1.258330e-02
8.600000000000000e+00	1.546235e+00	1.259601e-02
8.700000000000001e+00	1.639115e+00	1.260872e-02
8.800000000000001e+00	1.731996e+00	1.262144e-02
8.900000000000000e+00	1.824878e+00	1.263415e-02
9.000000000000000e+00	1.917759e+00	1.264686e-02
9.100000000000000e+00	2.010641e+00	1.265957e-02
9.200000000000001e+00	2.103524e+00	1.267228e-02
9.300000000000001e+00	2.196406e+00	1.268499e-02
9.400000000000000e+00	2.289289e+00	1.269770e-02
9.500000000000000e+00	2.382172e+00	1.271041e-02
9.600000000000001e+00	2.475056e+00	1.272311e-02
9.700000000000001e+00	2.567940e+00	1.273582e-02
9.800000000000001e+00	2.660824e+00	1.274853e-02
9.900000000000000e+00	2.753708e+00	1.276124e-02
1.000000000000000e+01	2.846593e+00	1.277394e-02
Step Information: Vbb=1.4  (Step: 8/26)
0.000000000000000e+00	-9.972957e-02	1.780885e-04
1.000000000000000e-01	-9.070247e-02	3.405401e-04
2.000000000000000e-01	-8.347862e-02	5.062118e-04
3.000000000000000e-01	-7.748937e-02	6.740881e-04
4.000000000000000e-01	-7.229777e-02	8.433888e-04
5.000000000000000e-01	-6.769120e-02	1.013734e-03
6.000000000000001e-01	-6.353609e-02	1.184886e-03
7.000000000000001e-01	-5.973683e-02	1.356673e-03
8.000000000000000e-01	-5.622439e-02	1.528972e-03
9.000000000000000e-01	-5.294758e-02	1.701692e-03
1.000000000000000e+00	-4.986749e-02	1.874763e-03
1.100000000000000e+00	-4.695382e-02	2.048132e-03
1.200000000000000e+00	-4.418255e-02	2.221755e-03
1.300000000000000e+00	-4.153434e-02	2.395597e-03
1.400000000000000e+00	-3.899334e-02	2.569631e-03
1.500000000000000e+00	-3.654644e-02	2.743833e-03
1.600000000000000e+00	-3.418265e-02	2.918183e-03
1.700000000000000e+00	-3.189266e-02	3.092665e-03
1.800000000000000e+00	-2.966852e-02	3.267265e-03
1.900000000000000e+00	-2.750338e-02	3.441970e-03
2.000000000000000e+00	-2.539130e-02	3.616770e-03
2.100000000000000e+00	-2.332706e-02	3.791655e-03
2.200000000000000e+00	-2.130609e-02	3.966618e-03
2.300000000000000e+00	-1.932433e-02	4.141651e-03
2.400000000000000e+00	-1.737816e-02	4.316747e-03
2.500000000000000e+00	-1.546433e-02	4.491901e-03
2.600000000000000e+00	-1.357993e-02	4.667107e-03
2.700000000000000e+00	-1.172230e-02	4.842361e-03
2.800000000000000e+00	-9.889041e-03	5.017659e-03
2.900000000000000e+00	-8.077940e-03	5.192996e-03
3.000000000000000e+00	-6.286974e-03	5.368370e-03
3.100000000000000e+00	-4.514272e-03	5.543775e-03
3.200000000000000e+00	-2.758099e-03	5.719211e-03
3.300000000000000e+00	-1.016837e-03	5.894673e-03
3.400000000000000e+00	7.110278e-04	6.070159e-03
3.500000000000000e+00	2.426920e-03	6.245666e-03
3.600000000000000e+00	4.132186e-03	6.421193e-03
3.700000000000000e+00	5.828103e-03	6.596736e-03
3.800000000000000e+00	7.515889e-03	6.772293e-03
3.900000000000000e+00	9.196714e-03	6.947863e-03
4.000000000000000e+00	1.087170e-02	7.123443e-03
4.100000000000001e+00	1.254194e-02	7.299032e-03
4.200000000000000e+00	1.420849e-02	7.474628e-03
4.300000000000000e+00	1.587238e-02	7.650228e-03
4.400000000000000e+00	1.753462e-02	7.825831e-03
4.500000000000000e+00	1.919624e-02	8.001436e-03
4.600000000000001e+00	2.085820e-02	8.177039e-03
4.700000000000000e+00	2.252152e-02	8.352640e-03
4.800000000000001e+00	2.418718e-02	8.528237e-03
4.900000000000000e+00	2.585617e-02	8.703828e-03
5.000000000000000e+00	2.752952e-02	8.879412e-03
5.100000000000001e+00	2.920826e-02	9.054985e-03
5.200000000000000e+00	3.089342e-02	9.230548e-03
5.300000000000001e+00	3.258611e-02	9.406096e-03
5.400000000000000e+00	3.428741e-02	9.581629e-03
5.500000000000000e+00	3.599850e-02	9.757145e-03
5.600000000000001e+00	3.772057e-02	9.932642e-03
5.700000000000000e+00	3.945488e-02	1.010812e-02
5.800000000000001e+00	4.120275e-02	1.028357e-02
5.900000000000000e+00	4.296557e-02	1.045899e-02
6.000000000000000e+00	4.474482e-02	1.063438e-02
6.100000000000001e+00	4.654205e-02	1.080975e-02
6.200000000000000e+00	4.835895e-02	1.098507e-02
6.300000000000001e+00	5.019732e-02	1.116036e-02
6.400000000000000e+00	5.205908e-02	1.133561e-02
6.500000000000000e+00	5.394635e-02	1.151081e-02
6.600000000000001e+00	5.586138e-02	1.168596e-02
6.700000000000000e+00	5.780666e-02	1.186106e-02
6.800000000000001e+00	5.978491e-02	1.203610e-02
6.900000000000000e+00	6.179913e-02	1.221107e-02
7.000000000000000e+00	6.385262e-02	1.238598e-02
7.100000000000001e+00	6.594907e-02	1.256081e-02
7.200000000000000e+00	6.809260e-02	1.273555e-02
7.300000000000001e+00	7.028780e-02	1.291020e-02
7.400000000000000e+00	7.253990e-02	1.308475e-02
7.500000000000000e+00	7.485483e-02	1.325919e-02
7.600000000000001e+00	7.723934e-02	1.343350e-02
7.700000000000000e+00	7.970125e-02	1.360768e-02
7.800000000000001e+00	8.224959e-02	1.378170e-02
7.900000000000000e+00	8.489494e-02	1.395554e-02
8.000000000000000e+00	8.764979e-02	1.412920e-02
8.100000000000000e+00	9.052902e-02	1.430263e-02
8.200000000000001e+00	9.355059e-02	1.447580e-02
8.300000000000001e+00	9.673638e-02	1.464869e-02
8.400000000000000e+00	1.001135e-01	1.482123e-02
8.500000000000000e+00	1.037161e-01	1.499336e-02
8.600000000000000e+00	1.075879e-01	1.516502e-02
8.700000000000001e+00	1.117879e-01	1.533609e-02
8.800000000000001e+00	1.163907e-01	1.550645e-02
8.900000000000000e+00	1.215047e-01	1.567588e-02
9.000000000000000e+00	1.272847e-01	1.584413e-02
9.100000000000000e+00	1.339656e-01	1.601078e-02
9.200000000000001e+00	1.419262e-01	1.617513e-02
9.300000000000001e+00	1.518317e-01	1.633601e-02
9.400000000000000e+00	1.649937e-01	1.649108e-02
9.500000000000000e+00	1.844511e-01	1.663491e-02
9.600000000000001e+00	2.185845e-01	1.675253e-02
9.700000000000001e+00	2.837526e-01	1.681473e-02
9.800000000000001e+00	3.709202e-01	1.683764e-02
9.900000000000000e+00	4.612844e-01	1.685485e-02
1.000000000000000e+01	5.518540e-01	1.687169e-02
Step Information: Vbb=1.6  (Step: 9/26)
0.000000000000000e+00	-1.028122e-01	1.835933e-04
1.000000000000000e-01	-9.481715e-02	3.478878e-04
2.000000000000000e-01	-8.828411e-02	5.147930e-04
3.000000000000000e-01	-8.277682e-02	6.835301e-04
4.000000000000000e-01	-7.796153e-02	8.535027e-04
5.000000000000000e-01	-7.366373e-02	1.024400e-03
6.000000000000001e-01	-6.976966e-02	1.196017e-03
7.000000000000001e-01	-6.619754e-02	1.368210e-03
8.000000000000000e-01	-6.288757e-02	1.540871e-03
9.000000000000000e-01	-5.979489e-02	1.713919e-03
1.000000000000000e+00	-5.688503e-02	1.887295e-03
1.100000000000000e+00	-5.413097e-02	2.060948e-03
1.200000000000000e+00	-5.151112e-02	2.234841e-03
1.300000000000000e+00	-4.900796e-02	2.408943e-03
1.400000000000000e+00	-4.660712e-02	2.583227e-03
1.500000000000000e+00	-4.429663e-02	2.757672e-03
1.600000000000000e+00	-4.206642e-02	2.932261e-03
1.700000000000000e+00	-3.990795e-02	3.106978e-03
1.800000000000000e+00	-3.781390e-02	3.281811e-03
1.900000000000000e+00	-3.577797e-02	3.456746e-03
2.000000000000000e+00	-3.379466e-02	3.631776e-03
2.100000000000000e+00	-3.185918e-02	3.806891e-03
2.200000000000000e+00	-2.996731e-02	3.982084e-03
2.300000000000000e+00	-2.811529e-02	4.157349e-03
2.400000000000000e+00	-2.629981e-02	4.332678e-03
2.500000000000000e+00	-2.451789e-02	4.508068e-03
2.600000000000000e+00	-2.276686e-02	4.683512e-03
2.700000000000000e+00	-2.104430e-02	4.859008e-03
2.800000000000000e+00	-1.934803e-02	5.034550e-03
2.900000000000000e+00	-1.767607e-02	5.210136e-03
3.000000000000000e+00	-1.602660e-02	5.385762e-03
3.100000000000000e+00	-1.439795e-02	5.561425e-03
3.200000000000000e+00	-1.278861e-02	5.737123e-03
3.300000000000000e+00	-1.119716e-02	5.912852e-03
3.400000000000000e+00	-9.622303e-03	6.088611e-03
3.500000000000000e+00	-8.062822e-03	6.264398e-03
3.600000000000000e+00	-6.517591e-03	6.440210e-03
3.700000000000000e+00	-4.985559e-03	6.616046e-03
3.800000000000000e+00	-3.465739e-03	6.791903e-03
3.900000000000000e+00	-1.957204e-03	6.967781e-03
4.000000000000000e+00	-4.590789e-04	7.143677e-03
4.100000000000001e+00	1.029461e-03	7.319590e-03
4.200000000000000e+00	2.509200e-03	7.495519e-03
4.300000000000000e+00	3.980883e-03	7.671463e-03
4.400000000000000e+00	5.445220e-03	7.847419e-03
4.500000000000000e+00	6.902890e-03	8.023388e-03
4.600000000000001e+00	8.354547e-03	8.199367e-03
4.700000000000000e+00	9.800818e-03	8.375356e-03
4.800000000000001e+00	1.124231e-02	8.551353e-03
4.900000000000000e+00	1.267960e-02	8.727358e-03
5.000000000000000e+00	1.411328e-02	8.903369e-03
5.100000000000001e+00	1.554388e-02	9.079386e-03
5.200000000000000e+00	1.697196e-02	9.255407e-03
5.300000000000001e+00	1.839804e-02	9.431432e-03
5.400000000000000e+00	1.982266e-02	9.607459e-03
5.500000000000000e+00	2.124633e-02	9.783489e-03
5.600000000000001e+00	2.266955e-02	9.959519e-03
5.700000000000000e+00	2.409283e-02	1.013555e-02
5.800000000000001e+00	2.551670e-02	1.031158e-02
5.900000000000000e+00	2.694164e-02	1.048760e-02
6.000000000000000e+00	2.836816e-02	1.066363e-02
6.100000000000001e+00	2.979679e-02	1.083965e-02
6.200000000000000e+00	3.122802e-02	1.101566e-02
6.300000000000001e+00	3.266239e-02	1.119167e-02
6.400000000000000e+00	3.410042e-02	1.136768e-02
6.500000000000000e+00	3.554266e-02	1.154367e-02
6.600000000000001e+00	3.698965e-02	1.171966e-02
6.700000000000000e+00	3.844196e-02	1.189564e-02
6.800000000000001e+00	3.990016e-02	1.207161e-02
6.900000000000000e+00	4.136487e-02	1.224756e-02
7.000000000000000e+00	4.283669e-02	1.242351e-02
7.100000000000001e+00	4.431627e-02	1.259944e-02
7.200000000000000e+00	4.580428e-02	1.277535e-02
7.300000000000001e+00	4.730141e-02	1.295125e-02
7.400000000000000e+00	4.880838e-02	1.312713e-02
7.500000000000000e+00	5.032597e-02	1.330299e-02
7.600000000000001e+00	5.185498e-02	1.347883e-02
7.700000000000000e+00	5.339624e-02	1.365465e-02
7.800000000000001e+00	5.495064e-02	1.383045e-02
7.900000000000000e+00	5.651915e-02	1.400622e-02
8.000000000000000e+00	5.810276e-02	1.418196e-02
8.100000000000000e+00	5.970254e-02	1.435767e-02
8.200000000000001e+00	6.131964e-02	1.453336e-02
8.300000000000001e+00	6.295528e-02	1.470901e-02
8.400000000000000e+00	6.461079e-02	1.488462e-02
8.500000000000000e+00	6.628757e-02	1.506020e-02
8.600000000000000e+00	6.798717e-02	1.523574e-02
8.700000000000001e+00	6.971124e-02	1.541123e-02
8.800000000000001e+00	7.146158e-02	1.558668e-02
8.900000000000000e+00	7.324018e-02	1.576207e-02
9.000000000000000e+00	7.504918e-02	1.593741e-02
9.100000000000000e+00	7.689095e-02	1.611269e-02
9.200000000000001e+00	7.876810e-02	1.628791e-02
9.300000000000001e+00	8.068351e-02	1.646307e-02
9.400000000000000e+00	8.264038e-02	1.663814e-02
9.500000000000000e+00	8.464230e-02	1.681314e-02
9.600000000000001e+00	8.669325e-02	1.698805e-02
9.700000000000001e+00	8.879776e-02	1.716286e-02
9.800000000000001e+00	9.096092e-02	1.733757e-02
9.900000000000000e+00	9.318855e-02	1.751216e-02
1.000000000000000e+01	9.548729e-02	1.768663e-02
Step Information: Vbb=1.8  (Step: 10/26)
0.000000000000000e+00	-1.051841e-01	1.878287e-04
1.000000000000000e-01	-9.797736e-02	3.535310e-04
2.000000000000000e-01	-9.198515e-02	5.214020e-04
3.000000000000000e-01	-8.686374e-02	6.908281e-04
4.000000000000000e-01	-8.234996e-02	8.613392e-04
5.000000000000000e-01	-7.829812e-02	1.032675e-03
6.000000000000001e-01	-7.461055e-02	1.204662e-03
7.000000000000001e-01	-7.121639e-02	1.377172e-03
8.000000000000000e-01	-6.806324e-02	1.550113e-03
9.000000000000000e-01	-6.511135e-02	1.723413e-03
1.000000000000000e+00	-6.232994e-02	1.897018e-03
1.100000000000000e+00	-5.969464e-02	2.070883e-03
1.200000000000000e+00	-5.718588e-02	2.244975e-03
1.300000000000000e+00	-5.478768e-02	2.419264e-03
1.400000000000000e+00	-5.248686e-02	2.593727e-03
1.500000000000000e+00	-5.027240e-02	2.768344e-03
1.600000000000000e+00	-4.813500e-02	2.943098e-03
1.700000000000000e+00	-4.606674e-02	3.117976e-03
1.800000000000000e+00	-4.406082e-02	3.292966e-03
1.900000000000000e+00	-4.211136e-02	3.468056e-03
2.000000000000000e+00	-4.021323e-02	3.643238e-03
2.100000000000000e+00	-3.836195e-02	3.818504e-03
2.200000000000000e+00	-3.655355e-02	3.993846e-03
2.300000000000000e+00	-3.478454e-02	4.169258e-03
2.400000000000000e+00	-3.305178e-02	4.344735e-03
2.500000000000000e+00	-3.135249e-02	4.520272e-03
2.600000000000000e+00	-2.968416e-02	4.695864e-03
2.700000000000000e+00	-2.804452e-02	4.871508e-03
2.800000000000000e+00	-2.643153e-02	5.047199e-03
2.900000000000000e+00	-2.484334e-02	5.222934e-03
3.000000000000000e+00	-2.327823e-02	5.398711e-03
3.100000000000000e+00	-2.173466e-02	5.574526e-03
3.200000000000000e+00	-2.021122e-02	5.750377e-03
3.300000000000000e+00	-1.870658e-02	5.926262e-03
3.400000000000000e+00	-1.721955e-02	6.102178e-03
3.500000000000000e+00	-1.574900e-02	6.278123e-03
3.600000000000000e+00	-1.429391e-02	6.454096e-03
3.700000000000000e+00	-1.285330e-02	6.630095e-03
3.800000000000000e+00	-1.142628e-02	6.806118e-03
3.900000000000000e+00	-1.001202e-02	6.982164e-03
4.000000000000000e+00	-8.609718e-03	7.158231e-03
4.100000000000001e+00	-7.218649e-03	7.334319e-03
4.200000000000000e+00	-5.838119e-03	7.510425e-03
4.300000000000000e+00	-4.467473e-03	7.686549e-03
4.400000000000000e+00	-3.106095e-03	7.862690e-03
4.500000000000000e+00	-1.753401e-03	8.038845e-03
4.600000000000001e+00	-4.088356e-04	8.215016e-03
4.700000000000000e+00	9.281263e-04	8.391200e-03
4.800000000000001e+00	2.257987e-03	8.567397e-03
4.900000000000000e+00	3.581226e-03	8.743605e-03
5.000000000000000e+00	4.898300e-03	8.919825e-03
5.100000000000001e+00	6.209650e-03	9.096054e-03
5.200000000000000e+00	7.515697e-03	9.272293e-03
5.300000000000001e+00	8.816848e-03	9.448541e-03
5.400000000000000e+00	1.011349e-02	9.624797e-03
5.500000000000000e+00	1.140601e-02	9.801061e-03
5.600000000000001e+00	1.269477e-02	9.977330e-03
5.700000000000000e+00	1.398013e-02	1.015361e-02
5.800000000000001e+00	1.526243e-02	1.032989e-02
5.900000000000000e+00	1.654202e-02	1.050617e-02
6.000000000000000e+00	1.781921e-02	1.068247e-02
6.100000000000001e+00	1.909434e-02	1.085876e-02
6.200000000000000e+00	2.036773e-02	1.103506e-02
6.300000000000001e+00	2.163968e-02	1.121136e-02
6.400000000000000e+00	2.291050e-02	1.138766e-02
6.500000000000000e+00	2.418051e-02	1.156396e-02
6.600000000000001e+00	2.544999e-02	1.174027e-02
6.700000000000000e+00	2.671925e-02	1.191657e-02
6.800000000000001e+00	2.798858e-02	1.209288e-02
6.900000000000000e+00	2.925829e-02	1.226918e-02
7.000000000000000e+00	3.052867e-02	1.244548e-02
7.100000000000001e+00	3.180001e-02	1.262179e-02
7.200000000000000e+00	3.307262e-02	1.279808e-02
7.300000000000001e+00	3.434680e-02	1.297438e-02
7.400000000000000e+00	3.562284e-02	1.315067e-02
7.500000000000000e+00	3.690106e-02	1.332696e-02
7.600000000000001e+00	3.818175e-02	1.350325e-02
7.700000000000000e+00	3.946525e-02	1.367953e-02
7.800000000000001e+00	4.075186e-02	1.385580e-02
7.900000000000000e+00	4.204192e-02	1.403207e-02
8.000000000000000e+00	4.333575e-02	1.420833e-02
8.100000000000000e+00	4.463369e-02	1.438458e-02
8.200000000000001e+00	4.593611e-02	1.456083e-02
8.300000000000001e+00	4.724335e-02	1.473707e-02
8.400000000000000e+00	4.855578e-02	1.491329e-02
8.500000000000000e+00	4.987379e-02	1.508951e-02
8.600000000000000e+00	5.119777e-02	1.526572e-02
8.700000000000001e+00	5.252814e-02	1.544191e-02
8.800000000000001e+00	5.386531e-02	1.561810e-02
8.900000000000000e+00	5.520972e-02	1.579427e-02
9.000000000000000e+00	5.656184e-02	1.597043e-02
9.100000000000000e+00	5.792215e-02	1.614657e-02
9.200000000000001e+00	5.929114e-02	1.632269e-02
9.300000000000001e+00	6.066935e-02	1.649880e-02
9.400000000000000e+00	6.205733e-02	1.667490e-02
9.500000000000000e+00	6.345565e-02	1.685097e-02
9.600000000000001e+00	6.486493e-02	1.702703e-02
9.700000000000001e+00	6.628583e-02	1.720306e-02
9.800000000000001e+00	6.771901e-02	1.737907e-02
9.900000000000000e+00	6.916520e-02	1.755506e-02
1.000000000000000e+01	7.062517e-02	1.773103e-02
Step Information: Vbb=2  (Step: 11/26)
0.000000000000000e+00	-1.070849e-01	1.912230e-04
1.000000000000000e-01	-1.005054e-01	3.580453e-04
2.000000000000000e-01	-9.495349e-02	5.267027e-04
3.000000000000000e-01	-9.015280e-02	6.967014e-04
4.000000000000000e-01	-8.589084e-02	8.676623e-04
