time	V(n003)
3.273307568379389e-02	-2.569145e+01
3.306231675522246e-02	-2.788018e+01
3.339155782665102e-02	-2.973206e+01
3.372079889807959e-02	-3.124709e+01
3.405003996950814e-02	-3.242527e+01
3.437928104093671e-02	-3.326660e+01
3.470852211236528e-02	-3.377108e+01
3.503776318379384e-02	-3.393871e+01
3.523307568379384e-02	-3.384629e+01
3.542838818379383e-02	-3.362989e+01
3.562370068379383e-02	-3.328952e+01
3.581901318379382e-02	-3.282518e+01
3.601432568379382e-02	-3.223686e+01
3.620963818379382e-02	-3.152458e+01
3.640495068379381e-02	-3.068831e+01
3.663374532665095e-02	-2.954855e+01
3.686253996950808e-02	-2.827468e+01
3.709133461236522e-02	-2.686672e+01
3.732012925522236e-02	-2.532465e+01
3.754892389807950e-02	-2.364848e+01
3.777771854093664e-02	-2.183822e+01
3.800651318379378e-02	-1.989385e+01
3.809579889807949e-02	-1.911316e+01
3.818508461236520e-02	-1.831902e+01
3.827437032665092e-02	-1.751144e+01
3.836365604093663e-02	-1.669041e+01
3.845294175522234e-02	-1.585594e+01
3.854222746950805e-02	-1.500803e+01
3.863151318379376e-02	-1.414667e+01
3.870963818379376e-02	-1.338526e+01
3.874870068379376e-02	-1.300150e+01
3.878776318379376e-02	-1.261578e+01
3.880516263917436e-02	-1.244335e+01
3.882269810348127e-02	-1.226921e+01
3.884265663759030e-02	-1.207054e+01
3.885403427129803e-02	-1.195708e+01
3.886759800351846e-02	-1.182161e+01
3.889472546795932e-02	-1.155004e+01
3.893378796795931e-02	-1.115752e+01
3.897285046795931e-02	-1.076332e+01
3.901191296795931e-02	-1.036749e+01
3.905097546795931e-02	-9.970110e+00
3.909003796795931e-02	-9.571225e+00
3.912910046795931e-02	-9.170898e+00
3.916816296795931e-02	-8.769191e+00
3.920722546795931e-02	-8.366162e+00
3.924628796795931e-02	-7.961874e+00
3.928535046795931e-02	-7.556387e+00
3.932441296795931e-02	-7.149762e+00
3.936347546795931e-02	-6.742060e+00
3.940253796795930e-02	-6.333343e+00
3.944160046795930e-02	-5.923672e+00
3.948066296795930e-02	-5.513109e+00
3.950572742870598e-02	-5.249230e+00
3.953110849952003e-02	-4.981686e+00
3.955199630378293e-02	-4.761268e+00
3.957575851542604e-02	-4.510269e+00
3.960129537915497e-02	-4.240244e+00
3.963827928039555e-02	-3.848700e+00
3.967232820917456e-02	-3.487768e+00
3.971139070917456e-02	-3.073200e+00
3.974476426825895e-02	-2.718640e+00
3.977772617024061e-02	-2.368160e+00
3.981678867024060e-02	-1.952488e+00
3.985585117024060e-02	-1.536521e+00
3.989491367024060e-02	-1.120323e+00
3.993397617024060e-02	-7.039558e-01
3.997303867024060e-02	-2.874828e-01
4.000000000000000e-02	-1.662634e-14
