V1	I(D1)
-5.280000000000000e+01	-1.173216e-02
-5.270000000000000e+01	-1.163713e-02
-5.259999999999999e+01	-1.154209e-02
-5.250000000000000e+01	-1.144706e-02
-5.240000000000000e+01	-1.135204e-02
-5.230000000000000e+01	-1.125701e-02
-5.220000000000000e+01	-1.116199e-02
-5.209999999999999e+01	-1.106696e-02
-5.200000000000000e+01	-1.097194e-02
-5.190000000000000e+01	-1.087692e-02
-5.180000000000000e+01	-1.078191e-02
-5.170000000000000e+01	-1.068689e-02
-5.159999999999999e+01	-1.059188e-02
-5.150000000000000e+01	-1.049687e-02
-5.140000000000000e+01	-1.040186e-02
-5.130000000000000e+01	-1.030685e-02
-5.120000000000000e+01	-1.021185e-02
-5.109999999999999e+01	-1.011685e-02
-5.100000000000000e+01	-1.002184e-02
-5.090000000000000e+01	-9.926846e-03
-5.080000000000000e+01	-9.831850e-03
-5.070000000000000e+01	-9.736856e-03
-5.059999999999999e+01	-9.641864e-03
-5.050000000000000e+01	-9.546876e-03
-5.040000000000000e+01	-9.451889e-03
-5.030000000000000e+01	-9.356905e-03
-5.020000000000000e+01	-9.261923e-03
-5.009999999999999e+01	-9.166944e-03
-5.000000000000000e+01	-9.071968e-03
-4.990000000000000e+01	-8.976994e-03
-4.980000000000000e+01	-8.882022e-03
-4.970000000000000e+01	-8.787055e-03
-4.959999999999999e+01	-8.692089e-03
-4.950000000000000e+01	-8.597127e-03
-4.940000000000000e+01	-8.502168e-03
-4.930000000000000e+01	-8.407211e-03
-4.920000000000000e+01	-8.312258e-03
-4.909999999999999e+01	-8.217308e-03
-4.900000000000000e+01	-8.122361e-03
-4.890000000000000e+01	-8.027418e-03
-4.880000000000000e+01	-7.932478e-03
-4.870000000000000e+01	-7.837541e-03
-4.859999999999999e+01	-7.742609e-03
-4.850000000000000e+01	-7.647680e-03
-4.840000000000000e+01	-7.552754e-03
-4.830000000000000e+01	-7.457833e-03
-4.820000000000000e+01	-7.362916e-03
-4.809999999999999e+01	-7.268002e-03
-4.800000000000000e+01	-7.173093e-03
-4.790000000000000e+01	-7.078188e-03
-4.780000000000000e+01	-6.983288e-03
-4.770000000000000e+01	-6.888391e-03
-4.759999999999999e+01	-6.793500e-03
-4.750000000000000e+01	-6.698614e-03
-4.740000000000000e+01	-6.603732e-03
-4.730000000000000e+01	-6.508856e-03
-4.720000000000000e+01	-6.413985e-03
-4.709999999999999e+01	-6.319119e-03
-4.700000000000000e+01	-6.224258e-03
-4.690000000000000e+01	-6.129404e-03
-4.680000000000000e+01	-6.034555e-03
-4.670000000000000e+01	-5.939712e-03
-4.659999999999999e+01	-5.844876e-03
-4.650000000000000e+01	-5.750046e-03
-4.640000000000000e+01	-5.655222e-03
