time	V(n004)
2.584044707142808e-02	2.089281e+01
2.625897385714236e-02	2.088570e+01
2.667750064285664e-02	2.087581e+01
2.681142921428521e-02	2.087263e+01
2.694535778571377e-02	2.086745e+01
2.707928635714234e-02	2.086026e+01
2.721321492857091e-02	2.085106e+01
2.734714349999948e-02	2.083986e+01
2.748107207142805e-02	2.082665e+01
2.761500064285662e-02	2.081143e+01
2.781031314285661e-02	2.075959e+01
2.784937564285661e-02	2.073616e+01
2.788843814285661e-02	2.069356e+01
2.792750064285661e-02	2.055513e+01
2.796656314285661e-02	2.023701e+01
2.799363846162546e-02	2.000533e+01
2.800849467638636e-02	1.987637e+01
2.802197804174610e-02	1.976043e+01
2.803635366230260e-02	1.963482e+01
2.806510490341560e-02	1.938473e+01
2.810416740341560e-02	1.904060e+01
2.814322990341559e-02	1.869515e+01
2.818229240341559e-02	1.834533e+01
2.822135490341559e-02	1.799430e+01
2.826041740341559e-02	1.763901e+01
2.829947990341559e-02	1.728262e+01
2.833854240341559e-02	1.692207e+01
2.837760490341559e-02	1.656052e+01
2.841666740341559e-02	1.619493e+01
2.845572990341559e-02	1.582845e+01
2.849479240341559e-02	1.545804e+01
2.853385490341559e-02	1.508684e+01
2.857291740341559e-02	1.471183e+01
2.861197990341558e-02	1.433615e+01
2.865104240341558e-02	1.395677e+01
2.869010490341558e-02	1.357682e+01
2.872916740341558e-02	1.319329e+01
2.876822990341558e-02	1.280932e+01
2.880729240341558e-02	1.242187e+01
2.884635490341558e-02	1.203409e+01
2.888541740341558e-02	1.164297e+01
2.892447990341558e-02	1.125162e+01
2.896354240341558e-02	1.085705e+01
2.900260490341558e-02	1.046238e+01
2.904166740341558e-02	1.006459e+01
2.908072990341557e-02	9.666827e+00
2.911979240341557e-02	9.266070e+00
2.915885490341557e-02	8.865455e+00
2.919791740341557e-02	8.461968e+00
2.923697990341557e-02	8.058743e+00
2.927604240341557e-02	7.652769e+00
2.929673541408820e-02	7.438410e+00
2.929722506782355e-02	7.432936e+00
2.929820437529424e-02	7.422741e+00
2.930016299023563e-02	7.402366e+00
2.930408022011841e-02	7.361591e+00
2.930961856946023e-02	7.303937e+00
2.931594630453811e-02	7.238026e+00
2.932502304321380e-02	7.143444e+00
2.933616601843956e-02	7.027240e+00
2.934738729879537e-02	6.910143e+00
2.936982985950701e-02	6.675677e+00
2.940889235950701e-02	6.266806e+00
2.944795485950701e-02	5.856981e+00
2.948701735950700e-02	5.446284e+00
2.952607985950700e-02	5.034757e+00
2.956514235950700e-02	4.622482e+00
2.960420485950700e-02	4.209500e+00
2.964326735950700e-02	3.795896e+00
2.968232985950700e-02	3.381708e+00
2.972139235950700e-02	2.967023e+00
2.976045485950700e-02	2.551879e+00
2.979951735950700e-02	2.136363e+00
2.983857985950700e-02	1.720513e+00
2.987764235950700e-02	1.304416e+00
2.991670485950700e-02	8.881117e-01
2.995576735950699e-02	4.716845e-01
2.999482985950699e-02	5.517586e-02
3.003389235950699e-02	-3.613298e-01
3.007295485950699e-02	-7.777911e-01
3.011201735950699e-02	-1.194123e+00
3.015107985950699e-02	-1.610286e+00
3.019014235950699e-02	-2.026193e+00
3.022920485950699e-02	-2.441804e+00
3.026826735950699e-02	-2.857034e+00
3.030732985950699e-02	-3.271838e+00
3.034639235950699e-02	-3.686120e+00
3.037237289949750e-02	-3.961209e+00
3.039699721575585e-02	-4.221437e+00
3.041825757356953e-02	-4.445445e+00
3.044068750099999e-02	-4.680098e+00
3.047962810164086e-02	-5.076035e+00
3.050898415242619e-02	-5.347686e+00
3.054069864835690e-02	-5.588425e+00
3.057511455770548e-02	-5.775455e+00
3.057999737020548e-02	-5.789618e+00
3.058976299520548e-02	-5.805609e+00
3.060929424520548e-02	-5.823036e+00
3.063147161944459e-02	-5.835740e+00
3.070959661944458e-02	-5.861273e+00
3.075423947658744e-02	-5.869667e+00
3.079888233373030e-02	-5.877184e+00
3.084352519087315e-02	-5.883824e+00
3.088816804801601e-02	-5.889588e+00
3.093281090515887e-02	-5.894476e+00
3.097745376230172e-02	-5.898487e+00
3.102209661944458e-02	-5.901621e+00
3.110022161944458e-02	-5.907321e+00
3.117834661944457e-02	-5.912274e+00
3.118322943194457e-02	-5.912563e+00
3.119299505694458e-02	-5.913135e+00
3.120604846515976e-02	-5.913886e+00
3.121888390774696e-02	-5.914609e+00
3.123627581720493e-02	-5.915568e+00
3.126282227568543e-02	-5.916987e+00
3.128776318379392e-02	-5.918273e+00
3.156120068379391e-02	-5.930079e+00
3.172861139807963e-02	-5.935545e+00
